group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,111742,train,6,-1,6 5 4 3 2,5,1905 656 549 224 149 2713,40 39 40 40 40 32,6196,235,1552343282.831,Mon Mar 11 2019 15:28:02 GMT-0700 (Pacific Daylight Time)
A,111742,train,1,6,1 2 3 4 5 6,6,1789 242 200 184 312 227,39 38 38 38 37 32,2954,66,1552343287.307,Mon Mar 11 2019 15:28:07 GMT-0700 (Pacific Daylight Time)
A,111742,train,5,3,5 4 3,3,498 534 267 1520,39 40 40 32,2819,235,1552343291.648,Mon Mar 11 2019 15:28:11 GMT-0700 (Pacific Daylight Time)
A,111742,train,2,-1,2 1 2 3,4,910 424 245 1644,37 39 38 32,3223,235,1552343296.388,Mon Mar 11 2019 15:28:16 GMT-0700 (Pacific Daylight Time)
A,111742,train,5,-1,5 4 3 2,4,1003 186 175 1655,40 40 40 32,3019,235,1552343300.923,Mon Mar 11 2019 15:28:20 GMT-0700 (Pacific Daylight Time)
A,111742,train,10,-1,10 1 2 3,4,1079 203 399 1908,39 39 38 32,3589,235,1552343306.032,Mon Mar 11 2019 15:28:26 GMT-0700 (Pacific Daylight Time)
A,111742,train,7,6,7 6 7 6,4,830 399 443 567 356,37 39 37 39 32,2595,66,1552343310.16,Mon Mar 11 2019 15:28:30 GMT-0700 (Pacific Daylight Time)
A,111742,train,1,4,1 2 3 4,4,668 396 206 446,39 38 38 32,1716,66,1552343313.404,Mon Mar 11 2019 15:28:33 GMT-0700 (Pacific Daylight Time)
A,111742,train,10,3,10 1 2 3,4,654 181 258 248,39 39 38 32,1341,235,1552343316.26,Mon Mar 11 2019 15:28:36 GMT-0700 (Pacific Daylight Time)
A,111742,train,10,2,10 1 2,3,484 288 219,39 39 32,991,235,1552343318.777,Mon Mar 11 2019 15:28:38 GMT-0700 (Pacific Daylight Time)
A,111742,train,8,10,8 9 10,3,1318 270 535,40 40 32,2123,25,1552343322.426,Mon Mar 11 2019 15:28:42 GMT-0700 (Pacific Daylight Time)
A,111742,train,7,-1,7 6 5 4 3 2,6,526 428 191 206 205 851 286,39 39 39 40 40 40 32,2693,235,1552343326.642,Mon Mar 11 2019 15:28:46 GMT-0700 (Pacific Daylight Time)
A,111742,train,9,-1,9 10 1,3,1171 307 263,40 39 32,1741,235,1552343329.895,Mon Mar 11 2019 15:28:49 GMT-0700 (Pacific Daylight Time)
A,111742,train,4,2,4 3 2,3,593 483 483 323,39 40 40 32,1882,235,1552343333.302,Mon Mar 11 2019 15:28:53 GMT-0700 (Pacific Daylight Time)
A,111742,train,4,1,4 3 2 1,4,8598 323 318 276,40 40 37 32,9515,235,1552343344.328,Mon Mar 11 2019 15:29:04 GMT-0700 (Pacific Daylight Time)
A,111742,train,1,-1,1 2 1 2,4,583 693 525 238,39 37 39 32,2039,235,1552343347.895,Mon Mar 11 2019 15:29:07 GMT-0700 (Pacific Daylight Time)
A,111742,train,5,10,5 4 3 2 1 10,6,605 302 228 170 260 156 229,39 40 40 40 37 37 32,1950,25,1552343351.364,Mon Mar 11 2019 15:29:11 GMT-0700 (Pacific Daylight Time)
A,111742,train,2,1,2 1,2,450 588 234 330 570,39 40 40 37 32,2172,235,1552343355.063,Mon Mar 11 2019 15:29:15 GMT-0700 (Pacific Daylight Time)
A,111742,train,1,-1,1 2,2,417 634,39 32,1051,235,1552343357.637,Mon Mar 11 2019 15:29:17 GMT-0700 (Pacific Daylight Time)
A,111742,train,3,-1,3,1,1282,32,1282,235,1552343360.438,Mon Mar 11 2019 15:29:20 GMT-0700 (Pacific Daylight Time)
A,111742,train,5,-1,5 4 3 2,4,872 253 205 399,40 40 40 32,1729,235,1552343363.684,Mon Mar 11 2019 15:29:23 GMT-0700 (Pacific Daylight Time)
A,111742,train,2,-1,2,1,1049,32,1049,235,1552343366.266,Mon Mar 11 2019 15:29:26 GMT-0700 (Pacific Daylight Time)
A,111742,train,8,-1,8 9 10 1,4,645 208 281 270,40 40 39 32,1404,235,1552343369.19,Mon Mar 11 2019 15:29:29 GMT-0700 (Pacific Daylight Time)
A,111742,train,5,-1,5 4 3 4 5,5,2885 259 460 264 2747,40 40 38 38 32,6615,246,1552343377.329,Mon Mar 11 2019 15:29:37 GMT-0700 (Pacific Daylight Time)
A,111742,train,5,-1,5 4 5,3,869 1145 1971,40 38 32,3985,246,1552343382.832,Mon Mar 11 2019 15:29:42 GMT-0700 (Pacific Daylight Time)
A,111742,train,4,7,4 5 6 7,4,761 256 393 371 202 283,37 37 38 37 37 32,2266,216,1552343386.614,Mon Mar 11 2019 15:29:46 GMT-0700 (Pacific Daylight Time)
A,111742,train,2,-1,2 3 4 5,4,1501 239 569 251,38 38 38 32,2560,246,1552343390.7,Mon Mar 11 2019 15:29:50 GMT-0700 (Pacific Daylight Time)
A,111742,train,9,-1,9 8 7 6,4,654 222 438 468,38 38 39 32,1782,246,1552343393.999,Mon Mar 11 2019 15:29:53 GMT-0700 (Pacific Daylight Time)
A,111742,train,4,2,4 5 4 3 2,5,600 381 329 242 259 276 178 415,39 37 38 38 40 40 40 32,2680,182,1552343398.21,Mon Mar 11 2019 15:29:58 GMT-0700 (Pacific Daylight Time)
A,111742,train,5,9,5 6 7 8 9,5,412 443 221 413 395 268 188 329,39 38 38 37 37 40 40 32,2669,216,1552343402.407,Mon Mar 11 2019 15:30:02 GMT-0700 (Pacific Daylight Time)
A,111742,train,9,-1,9 8 7 6,4,1642 192 288 2099,38 38 39 32,4221,246,1552343408.139,Mon Mar 11 2019 15:30:08 GMT-0700 (Pacific Daylight Time)
A,111742,train,2,-1,2 1 2,3,419 305 821 322,39 37 39 32,1867,224,1552343411.531,Mon Mar 11 2019 15:30:11 GMT-0700 (Pacific Daylight Time)
A,111742,train,3,-1,3 2 1,3,1047 494 422,40 37 32,1963,224,1552343415.021,Mon Mar 11 2019 15:30:15 GMT-0700 (Pacific Daylight Time)
A,111742,train,4,2,4 3 2,3,897 424 410,40 40 32,1731,224,1552343418.286,Mon Mar 11 2019 15:30:18 GMT-0700 (Pacific Daylight Time)
A,111742,train,9,4,9 10 1 2 3 4,6,507 237 390 216 314 198 224,40 40 39 39 38 38 32,2086,38,1552343421.903,Mon Mar 11 2019 15:30:21 GMT-0700 (Pacific Daylight Time)
A,111742,train,5,4,5 4,2,538 690,40 32,1228,38,1552343424.659,Mon Mar 11 2019 15:30:24 GMT-0700 (Pacific Daylight Time)
A,111742,train,8,-1,8 9 10 1 2 3 4 5,8,660 168 367 365 235 215 220 995,40 40 39 39 38 38 38 32,3225,212,1552343429.401,Mon Mar 11 2019 15:30:29 GMT-0700 (Pacific Daylight Time)
A,111742,train,6,-1,6 5,2,702 1067,39 32,1769,212,1552343432.687,Mon Mar 11 2019 15:30:32 GMT-0700 (Pacific Daylight Time)
A,111742,train,1,-1,1 2 3 4 5,5,497 367 226 344 276,39 38 38 38 32,1710,212,1552343435.925,Mon Mar 11 2019 15:30:35 GMT-0700 (Pacific Daylight Time)
A,111742,train,1,-1,1 2 3 4,4,488 241 278 203 330,39 39 38 38 32,1540,212,1552343438.986,Mon Mar 11 2019 15:30:38 GMT-0700 (Pacific Daylight Time)
A,111742,train,4,6,4 5 6,3,850 268 276 320,39 38 37 32,1714,212,1552343442.224,Mon Mar 11 2019 15:30:42 GMT-0700 (Pacific Daylight Time)
A,111742,train,8,-1,8 9 8 7 6,5,1534 488 190 303 424,40 38 38 39 32,2939,105,1552343446.68,Mon Mar 11 2019 15:30:46 GMT-0700 (Pacific Daylight Time)
A,111742,train,5,-1,5,1,962,32,962,105,1552343449.176,Mon Mar 11 2019 15:30:49 GMT-0700 (Pacific Daylight Time)
A,111742,train,6,-1,6,1,1548,32,1548,105,1552343452.246,Mon Mar 11 2019 15:30:52 GMT-0700 (Pacific Daylight Time)
A,111742,train,6,1,6 5 4 3 2 1,6,775 329 176 198 160 284 230,39 39 40 40 40 37 32,2152,66,1552343455.932,Mon Mar 11 2019 15:30:55 GMT-0700 (Pacific Daylight Time)
